tab 	magic_measurements
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_csd	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_sd_x	measurement_sd_y	measurement_sd_z	measurement_standard	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_dc_field_phi	treatment_dc_field_theta	treatment_temp
This study	unknown	PI47-2a	PI47-2a	PI47-2a	PI47-2a:LP-DIR-T	hargrave 2015-10-20 13:30:29	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	2.8	171.2		g	22.1	6.35e-09	21	1	1.62e-10	1.51e-10	2.47e-10	u	273	0	0	0.00	-90.00	798.0
This study	unknown	PI47-2a	PI47-2a	PI47-2a	PI47-2a:LP-DIR-T	hargrave 2015-10-26 14:27:12	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	3.0	171.4		g	37.2	3.79e-09	22	1	1.12e-10	1.01e-10	1.43e-10	u	273	0	0	0.00	-90.00	823.0
This study	unknown	PI47-2a	PI47-2a	PI47-2a	PI47-2a:LP-DIR-T	hargrave 2015-10-29 10:52:12	LT-T-Z:DE-VM:LP-DIR-T	pmagpy-3.8.9-2	3.0	157.7	average of multiple measurements	g	33.1	2.603e-09	23	2.0	1.49e-10	1.27e-10	9.14e-11	u	273	0	0	0.00	-90.00	833.0
This study	unknown	PI47-2a	PI47-2a	PI47-2a	PI47-2a:LP-DIR-T	hargrave 2015-10-29 16:51:04	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	4.9	155.5		g	64.6	1.45e-09	24	1	8.02e-11	1.08e-10	1.08e-11	u	273	0	0	0.00	-90.00	843.0
This study	unknown	PI47-2a	PI47-2a	PI47-2a	PI47-2a:LP-DIR-T	hargrave 2015-10-31 12:23:11	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	3.3	207.5		g	39.8	9.54e-10	25	1	2.94e-11	5.02e-11	9.03e-12	u	273	0	0	0.00	-90.00	848.0
This study	unknown	PI47-2a	PI47-2a	PI47-2a	PI47-2a:LP-DIR-T	hargrave 2015-10-31 19:27:32	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	3.2	142.2		g	51.4	9.81e-10	26	1	7.12e-11	3.97e-11	1.97e-11	u	273	0	0	0.00	-90.00	850.0
This study	unknown	PI47-2a	PI47-2a	PI47-2a	PI47-2a:LP-DIR-T	hargrave 2015-11-05 12:08:11	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	3.2	192.5		g	23.6	8.55e-10	27	1	2.40e-11	3.74e-11	2.72e-11	u	273	0	0	0.00	-90.00	852.0
This study	unknown	PI47-3a	PI47-3a	PI47-3a	PI47-3a:LP-DIR-T	hargrave 2015-09-16 18:23:13	LT-NO:LP-DIR-T	pmagpy-3.8.9-2	2.1	207.8		g	49.0	7.36e-08	1	1	9.00e-10	2.33e-09	1.05e-09	u	273	0	0	0.00	-90.00	273
This study	unknown	PI47-3a	PI47-3a	PI47-3a	PI47-3a:LP-DIR-T	hargrave 2015-09-19 18:32:47	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	1.7	202.9		g	48.4	7.30e-08	2	1	8.61e-10	1.99e-09	5.92e-10	u	273	0	0	0.00	-90.00	323.0
This study	unknown	PI47-3a	PI47-3a	PI47-3a	PI47-3a:LP-DIR-T	hargrave 2015-09-21 22:13:54	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	0.9	205.0		g	48.3	7.17e-08	3	1	8.62e-10	8.34e-10	2.17e-10	u	273	0	0	0.00	-90.00	348.0
This study	unknown	PI47-3a	PI47-3a	PI47-3a	PI47-3a:LP-DIR-T	hargrave 2015-09-24 09:47:45	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	1.6	206.4		g	47.3	6.82e-08	4	1	7.65e-10	1.87e-09	1.20e-10	u	273	0	0	0.00	-90.00	373.0
This study	unknown	PI47-3a	PI47-3a	PI47-3a	PI47-3a:LP-DIR-T	hargrave 2015-09-24 15:44:11	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	1.3	212.2		g	45.0	6.33e-08	5	1	1.09e-09	8.65e-10	6.40e-10	u	273	0	0	0.00	-90.00	398.0
This study	unknown	PI47-3a	PI47-3a	PI47-3a	PI47-3a:LP-DIR-T	hargrave 2015-09-25 12:27:15	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	1.2	213.6		g	42.0	5.80e-08	6	1	4.88e-10	9.91e-10	6.25e-10	u	273	0	0	0.00	-90.00	423.0
This study	unknown	PI47-3a	PI47-3a	PI47-3a	PI47-3a:LP-DIR-T	hargrave 2015-09-26 13:50:22	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	1.1	215.7		g	39.4	5.36e-08	7	1	6.83e-10	9.46e-10	2.97e-10	u	273	0	0	0.00	-90.00	448.0
This study	unknown	PI47-3a	PI47-3a	PI47-3a	PI47-3a:LP-DIR-T	hargrave 2015-09-26 19:48:57	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	1.7	216.3		g	38.9	5.18e-08	8	1	5.58e-10	1.43e-09	3.38e-10	u	273	0	0	0.00	-90.00	473.0
This study	unknown	PI47-3a	PI47-3a	PI47-3a	PI47-3a:LP-DIR-T	hargrave 2015-09-28 19:40:05	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	0.7	219.8		g	37.8	4.91e-08	9	1	3.45e-10	5.62e-10	2.45e-10	u	273	0	0	0.00	-90.00	498.0
This study	unknown	PI47-3a	PI47-3a	PI47-3a	PI47-3a:LP-DIR-T	hargrave 2015-10-01 11:58:49	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	0.9	218.5		g	37.9	4.83e-08	10	1	7.34e-10	3.19e-10	3.04e-10	u	273	0	0	0.00	-90.00	523.0
This study	unknown	PI47-3a	PI47-3a	PI47-3a	PI47-3a:LP-DIR-T	hargrave 2015-10-05 18:51:01	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	1.2	218.9		g	37.1	4.62e-08	11	1	7.60e-10	5.28e-10	3.48e-10	u	273	0	0	0.00	-90.00	548.0
This study	unknown	PI47-3a	PI47-3a	PI47-3a	PI47-3a:LP-DIR-T	hargrave 2015-10-06 02:26:11	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	1.1	217.8		g	37.1	4.32e-08	12	1	7.49e-10	2.82e-10	3.42e-10	u	273	0	0	0.00	-90.00	573.0
This study	unknown	PI47-3a	PI47-3a	PI47-3a	PI47-3a:LP-DIR-T	hargrave 2015-10-06 07:01:15	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	2.4	218.4		g	35.9	4.00e-08	13	1	1.26e-09	1.07e-09	1.95e-10	u	273	0	0	0.00	-90.00	598.0
This study	unknown	PI47-3a	PI47-3a	PI47-3a	PI47-3a:LP-DIR-T	hargrave 2015-10-06 12:47:10	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	3.4	222.2		g	35.6	3.57e-08	14	1	1.56e-09	1.44e-09	1.27e-10	u	273	0	0	0.00	-90.00	623.0
This study	unknown	PI47-3a	PI47-3a	PI47-3a	PI47-3a:LP-DIR-T	hargrave 2015-10-08 13:22:17	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	5.2	216.0		g	35.1	3.17e-08	15	1	2.07e-09	2.00e-09	2.79e-10	u	273	0	0	0.00	-90.00	648.0
This study	unknown	PI47-3a	PI47-3a	PI47-3a	PI47-3a:LP-DIR-T	hargrave 2015-10-10 16:25:07	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	3.9	219.2		g	32.7	2.76e-08	16	1	1.23e-09	1.45e-09	1.15e-10	u	273	0	0	0.00	-90.00	673.0
This study	unknown	PI47-3a	PI47-3a	PI47-3a	PI47-3a:LP-DIR-T	hargrave 2015-10-13 11:12:49	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	2.4	215.5		g	31.4	2.32e-08	17	1	8.72e-10	5.11e-10	3.42e-10	u	273	0	0	0.00	-90.00	698.0
This study	unknown	PI47-3a	PI47-3a	PI47-3a	PI47-3a:LP-DIR-T	hargrave 2015-10-13 16:54:00	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	1.9	215.5		g	32.2	1.92e-08	18	1	4.38e-10	3.91e-10	3.84e-10	u	273	0	0	0.00	-90.00	723.0
This study	unknown	PI47-3a	PI47-3a	PI47-3a	PI47-3a:LP-DIR-T	hargrave 2015-10-16 18:38:38	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	3.4	214.5		g	31.4	1.57e-08	19	1	7.31e-10	3.79e-10	4.86e-10	u	273	0	0	0.00	-90.00	748.0
This study	unknown	PI47-3a	PI47-3a	PI47-3a	PI47-3a:LP-DIR-T	hargrave 2015-10-19 18:30:42	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	4.1	208.8		g	30.9	1.19e-08	20	1	2.87e-10	7.95e-10	2.42e-10	u	273	0	0	0.00	-90.00	773.0
This study	unknown	PI47-3a	PI47-3a	PI47-3a	PI47-3a:LP-DIR-T	hargrave 2015-10-20 13:32:02	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	2.3	209.0		g	21.0	6.61e-09	21	1	2.06e-10	1.69e-10	1.12e-10	u	273	0	0	0.00	-90.00	798.0
This study	unknown	PI47-3a	PI47-3a	PI47-3a	PI47-3a:LP-DIR-T	hargrave 2015-10-26 14:28:45	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	2.6	201.0		g	37.2	4.27e-09	22	1	1.26e-10	1.65e-10	2.74e-11	u	273	0	0	0.00	-90.00	823.0
This study	unknown	PI47-3a	PI47-3a	PI47-3a	PI47-3a:LP-DIR-T	hargrave 2015-10-29 10:53:43	LT-T-Z:DE-VM:LP-DIR-T	pmagpy-3.8.9-2	1.3	208.2	average of multiple measurements	g	30.0	3.630e-09	23	2.0	5.79e-11	1.08e-10	1.17e-10	u	273	0	0	0.00	-90.00	833.0
This study	unknown	PI47-3a	PI47-3a	PI47-3a	PI47-3a:LP-DIR-T	hargrave 2015-10-29 16:52:36	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	5.4	246.0		g	36.7	1.55e-09	24	1	4.62e-11	1.16e-10	8.34e-11	u	273	0	0	0.00	-90.00	843.0
This study	unknown	PI47-3a	PI47-3a	PI47-3a	PI47-3a:LP-DIR-T	hargrave 2015-10-31 13:37:06	LT-T-Z:DE-VM:LP-DIR-T	pmagpy-3.8.9-2	5.7	173.7	average of multiple measurements	g	-28.9	2.993e-10	25	2.0	1.83e-11	6.62e-11	5.04e-11	u	273	0	0	0.00	-90.00	848.0
This study	unknown	PI47-3a	PI47-3a	PI47-3a	PI47-3a:LP-DIR-T	hargrave 2015-11-03 10:31:41	LT-T-Z:DE-VM:LP-DIR-T	pmagpy-3.8.9-2	8.5	240.3	average of multiple measurements	g	52.9	9.266e-10	26	3.0	5.35e-11	8.56e-11	6.85e-11	u	273	0	0	0.00	-90.00	850.0
This study	unknown	PI47-3a	PI47-3a	PI47-3a	PI47-3a:LP-DIR-T	hargrave 2015-11-05 13:19:54	LT-T-Z:DE-VM:LP-DIR-T	pmagpy-3.8.9-2	3.7	243.1	average of multiple measurements	g	44.0	2.637e-10	27	2.0	1.58e-11	1.07e-10	5.27e-11	u	273	0	0	0.00	-90.00	852.0
This study	unknown	PI47-4a	PI47-4a	PI47-4a	PI47-4a:LP-DIR-T	hargrave 2015-09-16 18:24:44	LT-NO:LP-DIR-T	pmagpy-3.8.9-2	2.2	299.0		g	68.9	7.87e-08	1	1	8.34e-10	2.81e-09	6.32e-10	u	273	0	0	0.00	-90.00	273
This study	unknown	PI47-4a	PI47-4a	PI47-4a	PI47-4a:LP-DIR-T	hargrave 2015-09-19 18:34:22	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	2.0	297.0		g	69.2	7.81e-08	2	1	1.00e-09	2.54e-09	6.13e-10	u	273	0	0	0.00	-90.00	323.0
This study	unknown	PI47-4a	PI47-4a	PI47-4a	PI47-4a:LP-DIR-T	hargrave 2015-09-21 22:17:47	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	2.2	294.4		g	69.4	7.76e-08	3	1	1.15e-09	2.64e-09	7.69e-10	u	273	0	0	0.00	-90.00	348.0
